4.277616000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.277682000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.277748000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.277814000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.277880000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.277946000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278012000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278078000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278144000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278210000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278276000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278342000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278408000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278474000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278540000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278606000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278672000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.278738000000000000e+06,0.000000000000000000e+00,9.800000190734863281e+00,0.000000000000000000e+00,0.000000000000000000e+00
